Vertex Number of Tree:1893
(167 ,887):1.000000
(168 ,1543):1.000000
(172 ,578):1.000000
(172 ,1825):1.000000
(175 ,494):1.000000
(177 ,1718):1.000000
(178 ,3):1.000000
(178 ,1015):1.000000
(178 ,1054):1.000000
(178 ,1280):1.000000
(178 ,1765):1.000000
(181 ,1214):1.000000
(184 ,12):1.000000
(184 ,359):1.000000
(184 ,382):1.000000
(184 ,465):1.000000
(184 ,472):1.000000
(184 ,478):1.000000
(184 ,558):1.000000
(184 ,575):1.000000
(184 ,661):1.000000
(184 ,895):1.000000
(184 ,978):1.000000
(184 ,1264):1.000000
(184 ,1511):1.000000
(184 ,1532):1.000000
(184 ,1841):1.000000
(184 ,1843):1.000000
(184 ,1879):1.000000
(187 ,1363):1.000000
(192 ,39):1.000000
(193 ,2):1.000000
(194 ,221):1.000000
(194 ,229):1.000000
(194 ,231):1.000000
(202 ,1288):1.000000
(202 ,1291):1.000000
(205 ,541):1.000000
(205 ,798):1.000000
(205 ,1069):1.000000
(205 ,1439):1.000000
(206 ,48):1.000000
(207 ,1245):1.000000
(210 ,4):1.000000
(211 ,1509):1.000000
(213 ,869):1.000000
(215 ,877):1.000000
(216 ,1421):1.000000
(218 ,1253):1.000000
(220 ,918):1.000000
(223 ,1603):1.000000
(224 ,1519):1.000000
(225 ,1512):1.000000
(226 ,1254):1.000000
(233 ,261):1.000000
(233 ,510):1.000000
(233 ,513):1.000000
(233 ,514):1.000000
(233 ,522):1.000000
(233 ,527):1.000000
(233 ,530):1.000000
(233 ,531):1.000000
(233 ,537):1.000000
(233 ,538):1.000000
(233 ,546):1.000000
(233 ,554):1.000000
(233 ,556):1.000000
(233 ,559):1.000000
(233 ,562):1.000000
(233 ,565):1.000000
(233 ,566):1.000000
(233 ,567):1.000000
(235 ,291):1.000000
(235 ,1218):1.000000
(236 ,892):1.000000
(236 ,1093):1.000000
(236 ,1329):1.000000
(236 ,1330):1.000000
(236 ,1331):1.000000
(237 ,1336):1.000000
(240 ,19):1.000000
(241 ,8):1.000000
(242 ,9):1.000000
(244 ,985):1.000000
(244 ,1382):1.000000
(245 ,61):1.000000
(246 ,207):1.000000
(247 ,12):1.000000
(247 ,313):1.000000
(247 ,475):1.000000
(249 ,175):1.000000
(249 ,979):1.000000
(249 ,1840):1.000000
(250 ,31):1.000000
(250 ,1882):1.000000
(251 ,232):1.000000
(251 ,1587):1.000000
(254 ,19):1.000000
(254 ,477):1.000000
(254 ,482):1.000000
(254 ,487):1.000000
(254 ,489):1.000000
(263 ,690):1.000000
(267 ,939):1.000000
(270 ,333):1.000000
(270 ,369):1.000000
(270 ,376):1.000000
(270 ,413):1.000000
(270 ,506):1.000000
(270 ,970):1.000000
(270 ,971):1.000000
(270 ,974):1.000000
(270 ,975):1.000000
(270 ,977):1.000000
(270 ,981):1.000000
(270 ,983):1.000000
(270 ,986):1.000000
(270 ,988):1.000000
(270 ,990):1.000000
(270 ,992):1.000000
(270 ,994):1.000000
(270 ,995):1.000000
(270 ,996):1.000000
(270 ,998):1.000000
(272 ,1035):1.000000
(280 ,344):1.000000
(280 ,1180):1.000000
(284 ,1211):1.000000
(284 ,1213):1.000000
(293 ,1284):1.000000
(296 ,626):1.000000
(300 ,1341):1.000000
(302 ,299):1.000000
(302 ,441):1.000000
(302 ,1377):1.000000
(303 ,1386):1.000000
(303 ,1388):1.000000
(307 ,583):1.000000
(307 ,987):1.000000
(312 ,5):1.000000
(313 ,1185):1.000000
(314 ,1465):1.000000
(314 ,1466):1.000000
(316 ,931):1.000000
(316 ,1367):1.000000
(322 ,1003):1.000000
(322 ,1067):1.000000
(322 ,1530):1.000000
(324 ,40):1.000000
(325 ,813):1.000000
(326 ,318):1.000000
(329 ,1171):1.000000
(330 ,732):1.000000
(330 ,1240):1.000000
(330 ,1393):1.000000
(331 ,1345):1.000000
(332 ,761):1.000000
(332 ,1599):1.000000
(335 ,37):1.000000
(335 ,706):1.000000
(335 ,716):1.000000
(335 ,1232):1.000000
(335 ,1418):1.000000
(335 ,1609):1.000000
(336 ,1476):1.000000
(337 ,499):1.000000
(337 ,655):1.000000
(337 ,730):1.000000
(337 ,872):1.000000
(337 ,947):1.000000
(337 ,1210):1.000000
(337 ,1215):1.000000
(337 ,1234):1.000000
(337 ,1289):1.000000
(337 ,1299):1.000000
(337 ,1595):1.000000
(338 ,580):1.000000
(340 ,965):1.000000
(340 ,1414):1.000000
(340 ,1636):1.000000
(343 ,1209):1.000000
(343 ,1453):1.000000
(344 ,713):1.000000
(344 ,725):1.000000
(344 ,1164):1.000000
(344 ,1342):1.000000
(344 ,1351):1.000000
(344 ,1364):1.000000
(344 ,1657):1.000000
(344 ,1658):1.000000
(344 ,1659):1.000000
(344 ,1660):1.000000
(344 ,1665):1.000000
(346 ,225):1.000000
(347 ,1677):1.000000
(349 ,270):1.000000
(352 ,1018):1.000000
(354 ,1563):1.000000
(354 ,1711):1.000000
(355 ,1145):1.000000
(357 ,463):1.000000
(357 ,582):1.000000
(357 ,1162):1.000000
(359 ,1725):1.000000
(362 ,1293):1.000000
(364 ,809):1.000000
(364 ,1156):1.000000
(365 ,819):1.000000
(365 ,1601):1.000000
(366 ,399):1.000000
(366 ,1753):1.000000
(367 ,65):1.000000
(367 ,908):1.000000
(370 ,205):1.000000
(370 ,1431):1.000000
(371 ,72):1.000000
(371 ,1740):1.000000
(375 ,1744):1.000000
(376 ,656):1.000000
(377 ,15):1.000000
(377 ,1166):1.000000
(381 ,576):1.000000
(381 ,927):1.000000
(381 ,1183):1.000000
(381 ,1596):1.000000
(383 ,595):1.000000
(385 ,432):1.000000
(385 ,1000):1.000000
(385 ,1151):1.000000
(385 ,1384):1.000000
(386 ,1165):1.000000
(386 ,1483):1.000000
(386 ,1808):1.000000
(390 ,50):1.000000
(391 ,130):1.000000
(392 ,868):1.000000
(392 ,906):1.000000
(392 ,1279):1.000000
(392 ,1371):1.000000
(392 ,1513):1.000000
(392 ,1632):1.000000
(394 ,1441):1.000000
(395 ,38):1.000000
(403 ,601):1.000000
(404 ,173):1.000000
(405 ,371):1.000000
(405 ,1851):1.000000
(407 ,1582):1.000000
(408 ,176):1.000000
(408 ,911):1.000000
(412 ,59):1.000000
(412 ,703):1.000000
(412 ,767):1.000000
(412 ,1475):1.000000
(412 ,1871):1.000000
(416 ,1418):1.000000
(418 ,270):1.000000
(418 ,1186):1.000000
(420 ,5):1.000000
(420 ,1482):1.000000
(420 ,1873):1.000000
(421 ,588):1.000000
(424 ,1722):1.000000
(431 ,591):1.000000
(431 ,1150):1.000000
(431 ,1454):1.000000
(444 ,1063):1.000000
(445 ,174):1.000000
(445 ,508):1.000000
(445 ,834):1.000000
(445 ,871):1.000000
(445 ,900):1.000000
(445 ,952):1.000000
(445 ,1081):1.000000
(445 ,1082):1.000000
(445 ,1083):1.000000
(445 ,1094):1.000000
(445 ,1099):1.000000
(445 ,1100):1.000000
(445 ,1108):1.000000
(447 ,1016):1.000000
(448 ,1178):1.000000
(449 ,909):1.000000
(449 ,1184):1.000000
(452 ,1395):1.000000
(453 ,479):1.000000
(456 ,53):1.000000
(456 ,1480):1.000000
(458 ,1508):1.000000
(461 ,932):1.000000
(463 ,1413):1.000000
(463 ,1594):1.000000
(464 ,960):1.000000
(466 ,866):1.000000
(467 ,724):1.000000
(467 ,1182):1.000000
(468 ,832):1.000000
(468 ,1326):1.000000
(469 ,114):1.000000
(469 ,606):1.000000
(471 ,662):1.000000
(476 ,1444):1.000000
(476 ,1699):1.000000
(476 ,1700):1.000000
(480 ,1731):1.000000
(483 ,7):1.000000
(483 ,379):1.000000
(483 ,1446):1.000000
(483 ,1464):1.000000
(490 ,1763):1.000000
(496 ,641):1.000000
(496 ,1319):1.000000
(497 ,120):1.000000
(497 ,1365):1.000000
(497 ,1791):1.000000
(498 ,337):1.000000
(499 ,1447):1.000000
(502 ,77):1.000000
(503 ,89):1.000000
(503 ,1838):1.000000
(511 ,905):1.000000
(516 ,1287):1.000000
(519 ,1343):1.000000
(519 ,1459):1.000000
(526 ,918):1.000000
(528 ,1161):1.000000
(534 ,1579):1.000000
(534 ,1580):1.000000
(536 ,841):1.000000
(539 ,1561):1.000000
(545 ,1743):1.000000
(561 ,576):1.000000
(573 ,589):1.000000
(573 ,629):1.000000
(573 ,915):1.000000
(573 ,917):1.000000
(573 ,919):1.000000
(573 ,920):1.000000
(573 ,923):1.000000
(573 ,924):1.000000
(573 ,929):1.000000
(573 ,930):1.000000
(573 ,933):1.000000
(574 ,969):1.000000
(575 ,1527):1.000000
(578 ,913):1.000000
(578 ,961):1.000000
(583 ,1448):1.000000
(585 ,83):1.000000
(587 ,657):1.000000
(592 ,21):1.000000
(593 ,112):1.000000
(594 ,907):1.000000
(594 ,1274):1.000000
(594 ,1350):1.000000
(595 ,1061):1.000000
(596 ,125):1.000000
(596 ,1768):1.000000
(599 ,771):1.000000
(599 ,814):1.000000
(599 ,938):1.000000
(599 ,1597):1.000000
(599 ,1801):1.000000
(601 ,1804):1.000000
(602 ,806):1.000000
(602 ,855):1.000000
(602 ,893):1.000000
(602 ,941):1.000000
(602 ,1467):1.000000
(602 ,1863):1.000000
(603 ,83):1.000000
(604 ,137):1.000000
(604 ,1896):1.000000
(605 ,572):1.000000
(572 ,570):1.000000
(605 ,607):1.000000
(605 ,611):1.000000
(609 ,1241):1.000000
(612 ,25):1.000000
(612 ,1730):1.000000
(612 ,1845):1.000000
(626 ,1346):1.000000
(627 ,1383):1.000000
(629 ,849):1.000000
(629 ,1434):1.000000
(630 ,1006):1.000000
(631 ,1481):1.000000
(632 ,1294):1.000000
(632 ,1515):1.000000
(633 ,1535):1.000000
(635 ,1556):1.000000
(635 ,1557):1.000000
(636 ,568):1.000000
(636 ,777):1.000000
(636 ,1062):1.000000
(636 ,1095):1.000000
(636 ,1197):1.000000
(636 ,1238):1.000000
(636 ,1558):1.000000
(636 ,1559):1.000000
(636 ,1562):1.000000
(636 ,1565):1.000000
(636 ,1566):1.000000
(636 ,1567):1.000000
(636 ,1568):1.000000
(636 ,1569):1.000000
(636 ,1570):1.000000
(636 ,1571):1.000000
(636 ,1572):1.000000
(636 ,1573):1.000000
(636 ,1574):1.000000
(636 ,1575):1.000000
(636 ,1576):1.000000
(637 ,1486):1.000000
(639 ,1633):1.000000
(641 ,1051):1.000000
(641 ,1645):1.000000
(641 ,1646):1.000000
(641 ,1647):1.000000
(641 ,1648):1.000000
(646 ,1692):1.000000
(647 ,77):1.000000
(648 ,266):1.000000
(648 ,770):1.000000
(597 ,770):1.000000
(653 ,1426):1.000000
(657 ,1783):1.000000
(658 ,756):1.000000
(658 ,1784):1.000000
(668 ,1061):1.000000
(668 ,1635):1.000000
(668 ,1738):1.000000
(668 ,1827):1.000000
(668 ,1828):1.000000
(668 ,1829):1.000000
(668 ,1830):1.000000
(668 ,1831):1.000000
(668 ,1832):1.000000
(672 ,438):1.000000
(438 ,1484):1.000000
(672 ,505):1.000000
(672 ,775):1.000000
(672 ,803):1.000000
(672 ,1024):1.000000
(672 ,1320):1.000000
(672 ,1848):1.000000
(672 ,1849):1.000000
(673 ,901):1.000000
(673 ,1564):1.000000
(673 ,1853):1.000000
(680 ,5):1.000000
(681 ,8):1.000000
(682 ,5):1.000000
(688 ,335):1.000000
(688 ,1643):1.000000
(691 ,11):1.000000
(691 ,1048):1.000000
(691 ,1244):1.000000
(696 ,24):1.000000
(697 ,1705):1.000000
(697 ,1708):1.000000
(697 ,1709):1.000000
(701 ,274):1.000000
(704 ,337):1.000000
(708 ,41):1.000000
(450 ,708):1.000000
(710 ,736):1.000000
(713 ,1295):1.000000
(717 ,1389):1.000000
(719 ,271):1.000000
(719 ,320):1.000000
(719 ,455):1.000000
(719 ,524):1.000000
(719 ,532):1.000000
(719 ,1027):1.000000
(719 ,1084):1.000000
(719 ,1283):1.000000
(719 ,1297):1.000000
(719 ,1487):1.000000
(719 ,1488):1.000000
(719 ,1490):1.000000
(719 ,1491):1.000000
(719 ,1492):1.000000
(719 ,1493):1.000000
(719 ,1494):1.000000
(719 ,1495):1.000000
(719 ,1498):1.000000
(719 ,1499):1.000000
(719 ,1500):1.000000
(719 ,1501):1.000000
(719 ,1502):1.000000
(719 ,1503):1.000000
(719 ,1504):1.000000
(719 ,1505):1.000000
(724 ,1612):1.000000
(724 ,1614):1.000000
(725 ,1049):1.000000
(725 ,1174):1.000000
(726 ,1619):1.000000
(729 ,1716):1.000000
(730 ,1440):1.000000
(731 ,1525):1.000000
(731 ,1792):1.000000
(731 ,1793):1.000000
(731 ,1794):1.000000
(731 ,1796):1.000000
(732 ,735):1.000000
(732 ,737):1.000000
(742 ,39):1.000000
(743 ,57):1.000000
(748 ,1373):1.000000
(754 ,236):1.000000
(761 ,885):1.000000
(763 ,1607):1.000000
(765 ,327):1.000000
(774 ,1741):1.000000
(775 ,1608):1.000000
(776 ,1464):1.000000
(781 ,1673):1.000000
(781 ,1766):1.000000
(785 ,1533):1.000000
(786 ,1374):1.000000
(787 ,1173):1.000000
(789 ,145):1.000000
(796 ,818):1.000000
(796 ,1403):1.000000
(797 ,1369):1.000000
(800 ,55):1.000000
(810 ,1701):1.000000
(811 ,1712):1.000000
(811 ,1713):1.000000
(813 ,928):1.000000
(817 ,7):1.000000
(820 ,1719):1.000000
(821 ,1758):1.000000
(825 ,300):1.000000
(833 ,1539):1.000000
(836 ,7):1.000000
(837 ,7):1.000000
(840 ,870):1.000000
(840 ,1812):1.000000
(847 ,1826):1.000000
(849 ,853):1.000000
(849 ,1817):1.000000
(850 ,862):1.000000
(850 ,1598):1.000000
(850 ,1837):1.000000
(856 ,7):1.000000
(859 ,7):1.000000
(861 ,668):1.000000
(865 ,1032):1.000000
(868 ,1053):1.000000
(868 ,1056):1.000000
(868 ,1057):1.000000
(868 ,1058):1.000000
(868 ,1059):1.000000
(878 ,317):1.000000
(878 ,1734):1.000000
(879 ,8):1.000000
(883 ,8):1.000000
(887 ,1611):1.000000
(889 ,1672):1.000000
(890 ,1021):1.000000
(890 ,1433):1.000000
(901 ,1819):1.000000
(901 ,1820):1.000000
(902 ,811):1.000000
(903 ,1412):1.000000
(905 ,1106):1.000000
(905 ,1248):1.000000
(907 ,1344):1.000000
(910 ,1052):1.000000
(913 ,937):1.000000
(921 ,1671):1.000000
(922 ,104):1.000000
(925 ,818):1.000000
(935 ,482):1.000000
(936 ,4):1.000000
(936 ,1875):1.000000
(940 ,267):1.000000
(941 ,1451):1.000000
(941 ,1452):1.000000
(945 ,1773):1.000000
(947 ,1030):1.000000
(947 ,1348):1.000000
(947 ,1352):1.000000
(947 ,1353):1.000000
(947 ,1357):1.000000
(947 ,1358):1.000000
(947 ,1359):1.000000
(947 ,1360):1.000000
(947 ,1361):1.000000
(951 ,1522):1.000000
(954 ,749):1.000000
(954 ,1249):1.000000
(954 ,1250):1.000000
(961 ,1652):1.000000
(963 ,1683):1.000000
(963 ,1684):1.000000
(963 ,1685):1.000000
(963 ,1686):1.000000
(963 ,1687):1.000000
(979 ,1690):1.000000
(980 ,270):1.000000
(982 ,445):1.000000
(991 ,1256):1.000000
(1002 ,1192):1.000000
(1008 ,83):1.000000
(1013 ,41):1.000000
(1014 ,45):1.000000
(1019 ,943):1.000000
(1020 ,776):1.000000
(1026 ,1391):1.000000
(1026 ,1811):1.000000
(1034 ,282):1.000000
(1040 ,48):1.000000
(1040 ,1514):1.000000
(1042 ,198):1.000000
(1047 ,734):1.000000
(1052 ,1814):1.000000
(1070 ,1023):1.000000
(1070 ,1088):1.000000
(1070 ,1458):1.000000
(1071 ,327):1.000000
(1071 ,1724):1.000000
(1093 ,1715):1.000000
(1101 ,589):1.000000
(1104 ,110):1.000000
(1105 ,1115):1.000000
(1107 ,891):1.000000
(1115 ,1537):1.000000
(1115 ,1604):1.000000
(1145 ,1772):1.000000
(1148 ,1541):1.000000
(1149 ,50):1.000000
(1153 ,161):1.000000
(1156 ,1172):1.000000
(1157 ,1202):1.000000
(1157 ,1276):1.000000
(1157 ,1281):1.000000
(1159 ,447):1.000000
(1163 ,447):1.000000
(1167 ,141):1.000000
(1169 ,740):1.000000
(1175 ,12):1.000000
(1181 ,968):1.000000
(1185 ,1102):1.000000
(1185 ,1865):1.000000
(1185 ,1866):1.000000
(1194 ,61):1.000000
(1198 ,1742):1.000000
(1203 ,51):1.000000
(1204 ,129):1.000000
(1204 ,1855):1.000000
(1205 ,1856):1.000000
(1206 ,412):1.000000
(1206 ,1883):1.000000
(1208 ,184):1.000000
(1214 ,1584):1.000000
(1214 ,1749):1.000000
(1214 ,1844):1.000000
(1215 ,1216):1.000000
(1217 ,19):1.000000
(1223 ,232):1.000000
(1223 ,1577):1.000000
(1231 ,1347):1.000000
(1242 ,1156):1.000000
(1243 ,1242):1.000000
(1246 ,1307):1.000000
(1246 ,1316):1.000000
(1257 ,325):1.000000
(1265 ,825):1.000000
(1272 ,115):1.000000
(1282 ,123):1.000000
(1287 ,1354):1.000000
(1287 ,1422):1.000000
(1287 ,1423):1.000000
(1287 ,1425):1.000000
(1290 ,1550):1.000000
(1292 ,633):1.000000
(1298 ,576):1.000000
(1300 ,1267):1.000000
(1301 ,61):1.000000
(1302 ,746):1.000000
(1303 ,37):1.000000
(1307 ,1737):1.000000
(1308 ,62):1.000000
(1309 ,69):1.000000
(1312 ,342):1.000000
(1322 ,807):1.000000
(1325 ,1688):1.000000
(1338 ,67):1.000000
(1340 ,716):1.000000
(1355 ,1146):1.000000
(1362 ,282):1.000000
(1370 ,344):1.000000
(1370 ,1777):1.000000
(1375 ,125):1.000000
(1375 ,1881):1.000000
(1379 ,731):1.000000
(1379 ,1836):1.000000
(1382 ,1553):1.000000
(1384 ,1196):1.000000
(1392 ,287):1.000000
(1398 ,244):1.000000
(1399 ,84):1.000000
(1406 ,48):1.000000
(1407 ,18):1.000000
(1411 ,943):1.000000
(1415 ,309):1.000000
(1417 ,72):1.000000
(1419 ,275):1.000000
(1431 ,1669):1.000000
(1438 ,692):1.000000
(1443 ,65):1.000000
(1450 ,207):1.000000
(1455 ,100):1.000000
(1455 ,1613):1.000000
(1455 ,1618):1.000000
(1455 ,1626):1.000000
(1455 ,1627):1.000000
(1455 ,1628):1.000000
(1455 ,1629):1.000000
(1455 ,1630):1.000000
(1455 ,1631):1.000000
(1460 ,519):1.000000
(1463 ,325):1.000000
(1468 ,599):1.000000
(1469 ,76):1.000000
(1479 ,87):1.000000
(1484 ,1891):1.000000
(1489 ,641):1.000000
(1506 ,83):1.000000
(1511 ,504):1.000000
(1513 ,1275):1.000000
(1516 ,612):1.000000
(1517 ,632):1.000000
(1518 ,61):1.000000
(1520 ,83):1.000000
(1524 ,498):1.000000
(1528 ,419):1.000000
(1534 ,633):1.000000
(1536 ,150):1.000000
(1542 ,1119):1.000000
(1542 ,1893):1.000000
(1544 ,123):1.000000
(1547 ,464):1.000000
(1548 ,123):1.000000
(1548 ,1839):1.000000
(1551 ,326):1.000000
(1552 ,470):1.000000
(1555 ,344):1.000000
(1578 ,1258):1.000000
(1590 ,617):1.000000
(1600 ,332):1.000000
(1602 ,333):1.000000
(1608 ,1728):1.000000
(1615 ,724):1.000000
(1617 ,206):1.000000
(1622 ,337):1.000000
(1623 ,95):1.000000
(1634 ,639):1.000000
(1638 ,104):1.000000
(1639 ,202):1.000000
(1640 ,347):1.000000
(1649 ,641):1.000000
(1649 ,1815):1.000000
(1651 ,1104):1.000000
(1653 ,599):1.000000
(1654 ,302):1.000000
(1655 ,108):1.000000
(1656 ,108):1.000000
(1661 ,359):1.000000
(1662 ,344):1.000000
(1663 ,344):1.000000
(1667 ,545):1.000000
(1668 ,888):1.000000
(1676 ,1090):1.000000
(1680 ,1042):1.000000
(1682 ,1488):1.000000
(1691 ,122):1.000000
(1693 ,474):1.000000
(1694 ,474):1.000000
(1694 ,1735):1.000000
(1695 ,1091):1.000000
(1697 ,122):1.000000
(1698 ,268):1.000000
(1702 ,352):1.000000
(1703 ,75):1.000000
(1707 ,697):1.000000
(1717 ,478):1.000000
(1721 ,343):1.000000
(1726 ,359):1.000000
(1729 ,272):1.000000
(1732 ,1212):1.000000
(1748 ,652):1.000000
(1751 ,416):1.000000
(1752 ,366):1.000000
(1755 ,142):1.000000
(1755 ,1756):1.000000
(1757 ,773):1.000000
(1764 ,18):1.000000
(1767 ,74):1.000000
(1769 ,1112):1.000000
(1781 ,146):1.000000
(1782 ,1544):1.000000
(1786 ,785):1.000000
(1789 ,993):1.000000
(1790 ,160):1.000000
(1799 ,155):1.000000
(1803 ,178):1.000000
(1806 ,98):1.000000
(1809 ,386):1.000000
(1813 ,167):1.000000
(1816 ,110):1.000000
(1818 ,1799):1.000000
(1821 ,836):1.000000
(1834 ,920):1.000000
(1846 ,1685):1.000000
(1850 ,405):1.000000
(1850 ,1859):1.000000
(1854 ,122):1.000000
(1857 ,332):1.000000
(1860 ,403):1.000000
(1861 ,1311):1.000000
(1861 ,1862):1.000000
(1868 ,993):1.000000
(1870 ,602):1.000000
(1874 ,483):1.000000
(1877 ,736):1.000000
(1884 ,377):1.000000
(1887 ,879):1.000000
(1888 ,1887):1.000000
(1892 ,438):1.000000
(1894 ,1602):1.000000
(1895 ,529):1.000000
(1897 ,651):1.000000
(1898 ,60):1.000000
(1899 ,51):1.000000
(1 ,14):2.000000
(5 ,620):2.000000
(6 ,705):2.000000
(7 ,845):2.000000
(19 ,1176):2.000000
(50 ,1131):2.000000
(50 ,1138):2.000000
(66 ,1333):2.000000
(525 ,1333):1.000000
(77 ,1470):2.000000
(155 ,1800):2.000000
(156 ,1802):2.000000
(187 ,1394):2.000000
(233 ,550):2.000000
(270 ,997):2.000000
(270 ,999):2.000000
(312 ,1462):2.000000
(340 ,1637):2.000000
(458 ,1507):2.000000
(573 ,934):2.000000
(577 ,4):2.000000
(594 ,1746):2.000000
(595 ,549):2.000000
(627 ,1385):2.000000
(719 ,1485):2.000000
(719 ,1496):2.000000
(731 ,1795):2.000000
(734 ,1045):2.000000
(742 ,1239):2.000000
(761 ,1588):2.000000
(770 ,1390):2.000000
(786 ,1788):2.000000
(926 ,1787):2.000000
(946 ,268):2.000000
(951 ,1478):2.000000
(956 ,574):2.000000
(1025 ,45):2.000000
(1033 ,271):2.000000
(1052 ,1774):2.000000
(1102 ,1733):2.000000
(1155 ,760):2.000000
(1185 ,1864):2.000000
(1236 ,55):2.000000
(1251 ,58):2.000000
(1268 ,59):2.000000
(1271 ,59):2.000000
(1307 ,1739):2.000000
(1392 ,1650):2.000000
(1404 ,796):2.000000
(1445 ,1019):2.000000
(1455 ,1625):2.000000
(1523 ,123):2.000000
(1549 ,89):2.000000
(1586 ,330):2.000000
(1616 ,336):2.000000
(1621 ,337):2.000000
(1678 ,347):2.000000
(1679 ,1310):2.000000
(1689 ,767):2.000000
(1727 ,813):2.000000
(1745 ,587):2.000000
(1754 ,1640):2.000000
(1760 ,545):2.000000
(1797 ,381):2.000000
(1807 ,1135):2.000000
(1824 ,1808):2.000000
(1835 ,502):2.000000
(1846 ,1878):2.000000
(1858 ,1108):2.000000
(1869 ,410):2.000000
(1876 ,878):2.000000
(1880 ,184):2.000000
(9 ,1076):3.000000
(17 ,1):3.000000
(21 ,1435):3.000000
(21 ,1437):3.000000
(436 ,254):3.000000
(439 ,252):3.000000
(571 ,260):3.000000
(719 ,1497):3.000000
(1060 ,1185):3.000000
(1287 ,1424):3.000000
(1334 ,66):3.000000
(1526 ,321):3.000000
(1531 ,322):3.000000
(1560 ,636):3.000000
(1620 ,337):3.000000
(1833 ,668):3.000000
(1842 ,811):3.000000
(4 ,614):4.000000
(405 ,1852):4.000000
(811 ,1714):4.000000
(1714 ,1867):1.000000
(1710 ,1311):4.000000
(1761 ,138):4.000000
(50 ,1120):5.000000
(1847 ,672):5.000000
(1872 ,412):5.000000
(189 ,3):10.000000
